date,weightclass,fighter,rank
8/22/2023,Flyweight,Manel Kape,10
8/22/2023,Flyweight,Matheus Nicolau,6
8/22/2023,Flyweight,Tagir Ulanbekov,13
8/22/2023,Flyweight,Matt Schnell,8
8/22/2023,Flyweight,Amir Albazi,3
8/22/2023,Flyweight,Brandon Royval,4
8/22/2023,Flyweight,Kai Kara-France,5
8/22/2023,Flyweight,Alex Perez,7
8/22/2023,Flyweight,Brandon Moreno,1
8/22/2023,Flyweight,Tim Elliott,9
8/15/2023,Women's Strawweight,Amanda Ribas,11
8/15/2023,Heavyweight,Jon Jones,0
8/15/2023,Featherweight,Alexander Volkanovski,0
8/15/2023,Middleweight,Israel Adesanya,0
8/15/2023,Women's Strawweight,Zhang Weili,0
8/15/2023,Women's Flyweight,Alexa Grasso,0
8/15/2023,Light Heavyweight,Jamahal Hill,0
8/15/2023,Flyweight,Alexandre Pantoja,0
8/15/2023,Lightweight,Islam Makhachev,0
8/15/2023,Bantamweight,Aljamain Sterling,0
8/15/2023,Welterweight,Leon Edwards,0
8/15/2023,Women's Pound-for-Pound,Taila Santos,11
8/15/2023,Women's Pound-for-Pound,Mayra Bueno Silva,15
8/15/2023,Women's Pound-for-Pound,Amanda Lemos,14
8/15/2023,Women's Pound-for-Pound,Carla Esparza,6
8/15/2023,Women's Pound-for-Pound,Alexa Grasso,1
8/15/2023,Women's Pound-for-Pound,Erin Blanchfield,6
8/15/2023,Women's Pound-for-Pound,Tatiana Suarez,8
8/15/2023,Women's Pound-for-Pound,Manon Fiorot,10
8/15/2023,Women's Pound-for-Pound,Raquel Pennington,13
8/15/2023,Women's Pound-for-Pound,Jessica Andrade,12
8/15/2023,Women's Pound-for-Pound,Yan Xiaonan,9
8/15/2023,Women's Pound-for-Pound,Julianna Pena,5
8/15/2023,Women's Pound-for-Pound,Valentina Shevchenko,2
8/15/2023,Women's Pound-for-Pound,Zhang Weili,3
8/15/2023,Women's Pound-for-Pound,Rose Namajunas,4
8/15/2023,Women's Flyweight,Maycee Barber,8
8/15/2023,Women's Flyweight,Katlyn Cerminara,5
8/15/2023,Women's Flyweight,Lauren Murphy,7
8/15/2023,Women's Flyweight,Viviane Araujo,10
8/15/2023,Women's Flyweight,Andrea Lee,13
8/15/2023,Women's Flyweight,Jessica Andrade,6
8/15/2023,Women's Flyweight,Jennifer Maia,9
8/15/2023,Women's Flyweight,Manon Fiorot,2
8/15/2023,Women's Flyweight,Casey O'Neill,12
8/15/2023,Women's Flyweight,Erin Blanchfield,3
8/15/2023,Women's Flyweight,Tracy Cortez,14
8/15/2023,Women's Flyweight,Taila Santos,4
8/15/2023,Women's Flyweight,Jasmine Jasudavicius,15
8/15/2023,Women's Flyweight,Valentina Shevchenko,1
8/15/2023,Women's Flyweight,Amanda Ribas,11
8/15/2023,Women's Strawweight,Tabatha Ricci,14
8/15/2023,Women's Strawweight,Luana Pinheiro,12
8/15/2023,Women's Strawweight,Amanda Lemos,5
8/15/2023,Women's Strawweight,Marina Rodriguez,9
8/15/2023,Women's Strawweight,Mackenzie Dern,8
8/15/2023,Women's Strawweight,Rose Namajunas,2
8/15/2023,Women's Strawweight,Virna Jandiroba,7
8/15/2023,Women's Strawweight,Tatiana Suarez,4
8/15/2023,Women's Strawweight,Yan Xiaonan,3
8/15/2023,Women's Featherweight,Amanda Nunes,0
8/15/2023,Women's Strawweight,Angela Hill,15
8/15/2023,Women's Strawweight,Carla Esparza,1
8/15/2023,Women's Strawweight,Jessica Andrade,6
8/15/2023,Women's Strawweight,Michelle Waterson-Gomez,13
8/15/2023,Women's Strawweight,Tecia Pennington,10
8/15/2023,Featherweight,Brian Ortega,3
8/15/2023,Featherweight,Alex Caceres,15
8/15/2023,Featherweight,Ilia Topuria,5
8/15/2023,Featherweight,Sodiq Yusuff,12
8/15/2023,Featherweight,Edson Barboza,14
8/15/2023,Featherweight,Giga Chikadze,9
8/15/2023,Featherweight,Bryce Mitchell,11
8/15/2023,Featherweight,Movsar Evloev,10
8/15/2023,Featherweight,Dan Ige,13
8/15/2023,Featherweight,Calvin Kattar,7
8/15/2023,Featherweight,Arnold Allen,4
8/15/2023,Featherweight,Max Holloway,1
8/15/2023,Featherweight,Chan Sung Jung,8
8/15/2023,Featherweight,Josh Emmett,6
8/15/2023,Featherweight,Yair Rodriguez,2
8/15/2023,Women's Bantamweight,Raquel Pennington,2
8/15/2023,Women's Bantamweight,Julianna Pena,1
8/15/2023,Women's Bantamweight,Holly Holm,5
8/15/2023,Women's Bantamweight,Ketlen Vieira,4
8/15/2023,Women's Bantamweight,Irene Aldana,5
8/15/2023,Women's Bantamweight,Miesha Tate,12
8/15/2023,Women's Bantamweight,Yana Santos,8
8/15/2023,Women's Bantamweight,Macy Chiasson,9
8/15/2023,Women's Bantamweight,Karol Rosa,9
8/15/2023,Women's Bantamweight,Julia Avila,13
8/15/2023,Women's Bantamweight,Norma Dumont,11
8/15/2023,Women's Bantamweight,Pannie Kianzad,7
8/15/2023,Women's Bantamweight,Mayra Bueno Silva,3
8/15/2023,Women's Bantamweight,Chelsea Chandler,15
8/15/2023,Women's Bantamweight,Josiane Nunes,14
8/15/2023,Heavyweight,Marcos Rogerio de Lima,15
8/15/2023,Heavyweight,Chris Daukaus,14
8/15/2023,Heavyweight,Alexandr Romanov,13
8/15/2023,Heavyweight,Jailton Almeida,9
8/15/2023,Heavyweight,Tom Aspinall,4
8/15/2023,Heavyweight,Serghei Spivac,7
